1.853661503950105871e-01 3.763064650715910453e-01 9.391190402763900380e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.358825150320373432e+00
6.258072767499733846e-02 5.229432954993615823e-01 2.447838430117748043e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.701747259932287371e+00
3.052186446972156020e-01 8.952305414670761463e-01 8.423701666404480592e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.047876823604894314e+00
6.052552317061199449e-01 5.456954903396811218e-01 1.054318703100753929e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.234918479762975085e+00
3.025331715479643302e-01 5.782129451389623753e-01 4.478859800342844810e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.039427277350443379e+00
8.129008366304705246e-01 3.830820182829358655e-01 5.621644866355349768e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.651289619599716652e+00
5.197203558669590828e-01 4.836718096117951227e-01 7.114536173164930366e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.655726540036576822e+00
4.048510527527873215e-01 6.417990087969868140e-01 1.174769480110122721e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.635855078415083597e+00
5.242787098548636893e-01 6.047409237963125017e-01 6.462915194757834492e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.282539143400232451e+00
1.770038093638207632e-01 6.304949521208623731e-01 3.817688966021779429e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.495145207040571744e+00
3.746167430169908830e-01 5.890573002591020790e-01 4.723179888922424130e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.060699975083748914e+00
6.627551915158278462e-01 2.914453242071317618e-01 4.461697375273195876e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.130108957148738824e+00
